time,name,location,salinity_raw_ppm,salinity_factor,salinity_ppm,comment,sal,salinity_g.l-1,density_kg.m-3
2024-02-09,ditchCD,ditchA,,,330.0,,330.0,0.8388998280539562,1000.5992141628957
2024-02-09,ditchRD,ditchF,,,110.0,,110.0,0.27963327601798543,1000.1997380542986
2024-02-09,drainCD,,,,71.0,,71.0,0.18049056906615418,1000.1289218350472
2024-02-09,drainRD,,,,90.0,,90.0,0.22879086219653352,1000.163422044426
2024-02-09,CD1-150,A150,,,28.0,,28.0,0.07117937935003264,1000.0508424138214
2024-02-09,CD1-200,A200,,,31.0,,31.0,0.07880574142325043,1000.0562898153023
2024-02-09,CD1-300,A300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-02-09,CD2-150,B150,,,81.0,,81.0,0.20591177597688018,1000.1470798399835
2024-02-09,CD2-200,B200,,,470.0,,470.0,1.1947967248041194,1000.8534262320029
2024-02-09,CD2-300,B300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,CD3-150,C150,,,28.0,,28.0,0.07117937935003264,1000.0508424138214
2024-02-09,CD3-200,C200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-02-09,CD3-300,C300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-02-09,RD3-150,D150,,,47.0,,47.0,0.11947967248041196,1000.0853426232003
2024-02-09,RD3-200,D200,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2024-02-09,RD3-300,D300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,RD2-150,E150,,,21.0,,21.0,0.05338453451252449,1000.038131810366
2024-02-09,RD2-200,E200,,,42.0,,42.0,0.10676906902504898,1000.0762636207322
2024-02-09,RD2-300,E300,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-02-09,RD1-150,F150,,,27.0,,27.0,0.06863725865896005,1000.0490266133278
2024-02-09,RD1-200,F200,,,170.0,,170.0,0.4321605174823411,1000.308686083916
2024-02-09,RD1-300,F300,,,2800.0,,2800.0,7.1179379350032645,1005.0842413821451
2024-02-09,ND1-150,G150,,,41.0,,41.0,0.10422694833397637,1000.0744478202386
2024-02-09,ND1-200,G200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-02-09,ND1-300,G300,,,3200.0,,3200.0,8.134786211432303,1005.8105615795945
2024-02-09,ND2-150,H150,,,32.0,,32.0,0.08134786211432303,1000.058105615796
2024-02-09,ND2-200,H200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-02-09,ND2-300,H300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-02-09,ND3-150,I150,,,21.0,,21.0,0.05338453451252449,1000.038131810366
2024-02-09,ND3-200,I200,,,670.0,,670.0,1.7032208630186385,1001.2165863307276
2024-02-09,ND3-300,I300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-03-19,ditchCD,ditchA,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-03-19,ditchRD,ditchF,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-03-19,drainCD,,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2024-03-19,drainRD,,,,190.0,,190.0,0.48300293130379296,1000.3450020937885
2024-03-19,CD1-150,A150,,,43.0,,43.0,0.10931118971612155,1000.0780794212258
2024-03-19,CD1-200,A200,,,33.0,,33.0,0.08388998280539563,1000.0599214162895
2024-03-19,CD1-300,A300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-03-19,CD2-150,B150,,,83.0,,83.0,0.21099601735902537,1000.1507114409708
2024-03-19,CD2-200,B200,,,640.0,,640.0,1.6269572422864607,1001.1621123159189
2024-03-19,CD2-300,B300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
2024-03-19,CD3-150,C150,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-03-19,CD3-200,C200,,,440.0,,440.0,1.1185331040719417,1000.7989522171943
2024-03-19,CD3-300,C300,,,600.0,,600.0,1.5252724146435568,1001.089480296174
2024-03-19,RD3-150,D150,,,23.0,,23.0,0.05846877589466967,1000.0417634113534
2024-03-19,RD3-200,D200,,,70.0,,70.0,0.17794844837508164,1000.1271060345537
2024-03-19,RD3-300,D300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-03-19,RD2-150,E150,,,32.0,,32.0,0.08134786211432303,1000.058105615796
2024-03-19,RD2-200,E200,,,73.0,,73.0,0.1855748104482994,1000.1325534360345
2024-03-19,RD2-300,E300,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-03-19,RD1-150,F150,,,85.0,,85.0,0.21608025874117054,1000.154343041958
2024-03-19,RD1-200,F200,,,490.0,,490.0,1.2456391386255712,1000.8897422418754
2024-03-19,RD1-300,F300,,,820.0,,820.0,2.0845389666795278,1001.4889564047711
2024-03-19,ND1-150,G150,,,65.0,,65.0,0.16523784491971866,1000.1180270320855
2024-03-19,ND1-200,G200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-03-19,ND1-300,G300,,,850.0,strange,850.0,2.1608025874117054,1001.5434304195797
2024-03-19,ND2-150,H150,,,59.0,,59.0,0.14998512077328305,1000.1071322291237
2024-03-19,ND2-200,H200,,,600.0,,600.0,1.5252724146435568,1001.089480296174
2024-03-19,ND2-300,H300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2024-03-19,ND3-150,I150,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2024-03-19,ND3-200,I200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-03-19,ND3-300,I300,,,510.0,strange,510.0,1.2964815524470232,1000.9260582517479
2024-04-16,ditchCD,ditchA,,,200.0,,200.0,0.5084241382145189,1000.3631600987246
2024-04-16,ditchRD,ditchF,,,170.0,,170.0,0.4321605174823411,1000.308686083916
2024-04-16,drainCD,,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-04-16,drainRD,,,,190.0,,190.0,0.48300293130379296,1000.3450020937885
2024-04-16,CD1-150,A150,,,65.0,,65.0,0.16523784491971866,1000.1180270320855
2024-04-16,CD1-200,A200,,,47.0,,47.0,0.11947967248041196,1000.0853426232003
2024-04-16,CD1-300,A300,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2024-04-16,CD2-150,B150,,,400.0,,400.0,1.0168482764290379,1000.7263201974494
2024-04-16,CD2-200,B200,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-04-16,CD2-300,B300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-04-16,CD3-150,C150,,,200.0,,200.0,0.5084241382145189,1000.3631600987246
2024-04-16,CD3-200,C200,,,520.0,,520.0,1.3219027593577493,1000.9442162566841
2024-04-16,CD3-300,C300,,,860.0,,860.0,2.1862237943224314,1001.561588424516
2024-04-16,RD3-150,D150,,,41.0,,41.0,0.10422694833397637,1000.0744478202386
2024-04-16,RD3-200,D200,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-04-16,RD3-300,D300,,,980.0,,980.0,2.4912782772511424,1001.7794844837508
2024-04-16,RD2-150,E150,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-04-16,RD2-200,E200,,,300.0,,300.0,0.7626362073217784,1000.5447401480869
2024-04-16,RD2-300,E300,,,430.0,,430.0,1.0931118971612157,1000.780794212258
2024-04-16,RD1-150,F150,,,300.0,,300.0,0.7626362073217784,1000.5447401480869
2024-04-16,RD1-200,F200,,,960.0,,960.0,2.4404358634296908,1001.7431684738783
2024-04-16,RD1-300,F300,,,1000.0,,1000.0,2.5421206910725944,1001.8158004936233
2024-04-16,ND1-150,G150,,,90.0,,90.0,0.22879086219653352,1000.163422044426
2024-04-16,ND1-200,G200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-04-16,ND1-300,G300,,,2400.0,,2400.0,6.101089658574227,1004.3579211846959
2024-04-16,ND2-150,H150,,,99.0,,99.0,0.2516699484161869,1000.1797642488687
2024-04-16,ND2-200,H200,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2024-04-16,ND2-300,H300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-04-16,ND3-150,I150,,,300.0,,300.0,0.7626362073217784,1000.5447401480869
2024-04-16,ND3-200,I200,,,960.0,,960.0,2.4404358634296908,1001.7431684738783
2024-04-16,ND3-300,I300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-05-16,ditchCD,ditchA,,,600.0,,600.0,1.5252724146435568,1001.089480296174
2024-05-16,ditchRD,ditchF,,,,Not measured ,215.0,0.5465559485806079,1000.3903971061291
2024-05-16,drainCD,,,,230.0,,230.0,0.5846877589466968,1000.4176341135334
2024-05-16,drainRD,,,,,Not measured ,275.0,0.6990831900449636,1000.4993451357464
2024-05-16,CD1-150,A150,,,82.0,,82.0,0.20845389666795275,1000.1488956404771
2024-05-16,CD1-200,A200,,,46.0,,46.0,0.11693755178933934,1000.0835268227066
2024-05-16,CD1-300,A300,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2024-05-16,CD2-150,B150,,,330.0,,330.0,0.8388998280539562,1000.5992141628957
2024-05-16,CD2-200,B200,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2024-05-16,CD2-300,B300,,,4000.0,,4000.0,10.168482764290378,1007.2632019744931
2024-05-16,CD3-150,C150,,,210.0,,210.0,0.5338453451252448,1000.3813181036609
2024-05-16,CD3-200,C200,,,950.0,,950.0,2.4150146565189647,1001.7250104689422
2024-05-16,CD3-300,C300,,,950.0,,950.0,2.4150146565189647,1001.7250104689422
2024-05-16,RD3-150,D150,,,31.0,,31.0,0.07880574142325043,1000.0562898153023
2024-05-16,RD3-200,D200,,,110.0,,110.0,0.27963327601798543,1000.1997380542986
2024-05-16,RD3-300,D300,,,1000.0,,1000.0,2.5421206910725944,1001.8158004936233
2024-05-16,RD2-150,E150,,,41.0,,41.0,0.10422694833397637,1000.0744478202386
2024-05-16,RD2-200,E200,,,310.0,,310.0,0.7880574142325043,1000.5628981530232
2024-05-16,RD2-300,E300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-05-16,RD1-150,F150,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-05-16,RD1-200,F200,,,840.0,,840.0,2.1353813805009794,1001.5252724146436
2024-05-16,RD1-300,F300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
2024-05-16,ND1-150,G150,,,74.0,,74.0,0.18811693113937197,1000.1343692365281
2024-05-16,ND1-200,G200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-05-16,ND1-300,G300,,,2700.0,,2700.0,6.863725865896005,1004.9026613327828
2024-05-16,ND2-150,H150,,,320.0,,320.0,0.8134786211432303,1000.5810561579594
2024-05-16,ND2-200,H200,,,390.0,,390.0,0.9914270695183119,1000.7081621925131
2024-05-16,ND2-300,H300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
2024-05-16,ND3-150,I150,,,71.0,,71.0,0.18049056906615418,1000.1289218350472
2024-05-16,ND3-200,I200,,,560.0,,560.0,1.4235875870006531,1001.0168482764291
2024-05-16,ND3-300,I300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-06-04,ditchCD,ditchA,,,480.0,,480.0,1.2202179317148454,1000.8715842369392
2024-06-04,ditchRD,ditchF,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-06-04,drainCD,,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-06-04,drainRD,,,,360.0,,360.0,0.9151634487861341,1000.6536881777043
2024-06-04,CD1-150,A150,,,120.0,,120.0,0.30505448292871135,1000.2178960592348
2024-06-04,CD1-200,A200,,,57.0,,57.0,0.14490087939113788,1000.1035006281365
2024-06-04,CD1-300,A300,,,2000.0,,2000.0,5.084241382145189,1003.6316009872465
2024-06-04,CD2-150,B150,,,270.0,,270.0,0.6863725865896005,1000.4902661332783
2024-06-04,CD2-200,B200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2024-06-04,CD2-300,B300,,,4400.0,,4400.0,11.185331040719417,1007.9895221719424
2024-06-04,CD3-150,C150,,,270.0,,270.0,0.6863725865896005,1000.4902661332783
2024-06-04,CD3-200,C200,,,820.0,,820.0,2.0845389666795278,1001.4889564047711
2024-06-04,CD3-300,C300,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-06-04,RD3-150,D150,,,40.0,,40.0,0.10168482764290379,1000.0726320197449
2024-06-04,RD3-200,D200,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-06-04,RD3-300,D300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-06-04,RD2-150,E150,,,47.0,,47.0,0.11947967248041196,1000.0853426232003
2024-06-04,RD2-200,E200,,,350.0,,350.0,0.8897422418754081,1000.6355301727682
2024-06-04,RD2-300,E300,,,640.0,,640.0,1.6269572422864607,1001.1621123159189
2024-06-04,RD1-150,F150,,,340.0,,340.0,0.8643210349646822,1000.617372167832
2024-06-04,RD1-200,F200,,,680.0,,680.0,1.7286420699293643,1001.2347443356638
2024-06-04,RD1-300,F300,,,2000.0,,2000.0,5.084241382145189,1003.6316009872465
2024-06-04,ND1-150,G150,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2024-06-04,ND1-200,G200,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2024-06-04,ND1-300,G300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-06-04,ND2-150,H150,,,82.0,,82.0,0.20845389666795275,1000.1488956404771
2024-06-04,ND2-200,H200,,,450.0,,450.0,1.1439543109826675,1000.8171102221305
2024-06-04,ND2-300,H300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-06-04,ND3-150,I150,,,220.0,,220.0,0.5592665520359709,1000.3994761085971
2024-06-04,ND3-200,I200,,,330.0,,330.0,0.8388998280539562,1000.5992141628957
2024-06-04,ND3-300,I300,,,2000.0,,2000.0,5.084241382145189,1003.6316009872465
2024-08-07,ditchCD,ditchA,,,750.0,,750.0,1.9065905183044458,1001.3618503702174
2024-08-07,ditchRD,ditchF,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-08-07,drainCD,,,,110.0,,110.0,0.27963327601798543,1000.1997380542986
2024-08-07,drainRD,,,,210.0,,210.0,0.5338453451252448,1000.3813181036609
2024-08-07,CD1-150,A150,,,,dry,102.0,0.2592963104894046,1000.1852116503496
2024-08-07,CD1-200,A200,,,55.0,,55.0,0.13981663800899272,1000.0998690271492
2024-08-07,CD1-300,A300,,,1500.0,,1500.0,3.8131810366088916,1002.7237007404349
2024-08-07,CD2-150,B150,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-08-07,CD2-200,B200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2024-08-07,CD2-300,B300,,,4300.0,,4300.0,10.931118971612156,1007.8079421225801
2024-08-07,CD3-150,C150,,,340.0,,340.0,0.8643210349646822,1000.617372167832
2024-08-07,CD3-200,C200,,,390.0,,390.0,0.9914270695183119,1000.7081621925131
2024-08-07,CD3-300,C300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-08-07,RD3-150,D150,,,,dry,40.0,0.10168482764290379,1000.0726320197449
2024-08-07,RD3-200,D200,,,90.0,,90.0,0.22879086219653352,1000.163422044426
2024-08-07,RD3-300,D300,,,940.0,,940.0,2.3895934496082387,1001.7068524640059
2024-08-07,RD2-150,E150,,,130.0,,130.0,0.3304756898394373,1000.2360540641711
2024-08-07,RD2-200,E200,,,400.0,,400.0,1.0168482764290379,1000.7263201974494
2024-08-07,RD2-300,E300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-08-07,RD1-150,F150,,,,dry,445.0,1.1312437075273047,1000.8080312196623
2024-08-07,RD1-200,F200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-08-07,RD1-300,F300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-08-07,ND1-150,G150,,,120.0,,120.0,0.30505448292871135,1000.2178960592348
2024-08-07,ND1-200,G200,,,1200.0,,1200.0,3.0505448292871136,1002.178960592348
2024-08-07,ND1-300,G300,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-08-07,ND2-150,H150,,,,dry,128.0,0.3253914484572921,1000.2324224631838
2024-08-07,ND2-200,H200,,,660.0,,660.0,1.6777996561079125,1001.1984283257914
2024-08-07,ND2-300,H300,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2024-08-07,ND3-150,I150,,,,dry,226.66666666666666,0.5762140233097881,1000.4115814452213
2024-08-07,ND3-200,I200,,,,dry,450.0,1.1439543109826675,1000.8171102221305
2024-08-07,ND3-300,I300,,,2800.0,,2800.0,7.1179379350032645,1005.0842413821451
2024-09-04,ditchCD,ditchA,,,290.0,,290.0,0.7372150004110524,1000.5265821431508
2024-09-04,ditchRD,ditchF,,,240.0,,240.0,0.6101089658574227,1000.4357921184696
2024-09-04,drainCD,,,,,"no taken, water was standing ",190.0,0.48300293130379296,1000.3450020937885
2024-09-04,drainRD,,,,250.0,,250.0,0.6355301727681486,1000.4539501234058
2024-09-04,CD1-150,A150,,,,dry,84.0,0.21353813805009797,1000.1525272414643
2024-09-04,CD1-200,A200,,,71.0,,71.0,0.18049056906615418,1000.1289218350472
2024-09-04,CD1-300,A300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
2024-09-04,CD2-150,B150,,,310.0,,310.0,0.7880574142325043,1000.5628981530232
2024-09-04,CD2-200,B200,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-09-04,CD2-300,B300,,,5100.0,,5100.0,12.964815524470232,1009.2605825174787
2024-09-04,CD3-150,C150,,,710.0,,710.0,1.8049056906615422,1001.2892183504725
2024-09-04,CD3-200,C200,,,470.0,,470.0,1.1947967248041194,1000.8534262320029
2024-09-04,CD3-300,C300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2024-09-04,RD3-150,D150,,,,dry,40.0,0.10168482764290379,1000.0726320197449
2024-09-04,RD3-200,D200,,,120.0,,120.0,0.30505448292871135,1000.2178960592348
2024-09-04,RD3-300,D300,,,850.0,,850.0,2.1608025874117054,1001.5434304195797
2024-09-04,RD2-150,E150,,,99.0,,99.0,0.2516699484161869,1000.1797642488687
2024-09-04,RD2-200,E200,,,430.0,,430.0,1.0931118971612157,1000.780794212258
2024-09-04,RD2-300,E300,,,2700.0,,2700.0,6.863725865896005,1004.9026613327828
2024-09-04,RD1-150,F150,,,550.0,a few amount of water in the sample ,550.0,1.398166380089927,1000.9986902714928
2024-09-04,RD1-200,F200,,,1300.0,,1300.0,3.304756898394373,1002.3605406417103
2024-09-04,RD1-300,F300,,,3400.0,,3400.0,8.643210349646822,1006.1737216783191
2024-09-04,ND1-150,G150,,,110.0,,110.0,0.27963327601798543,1000.1997380542986
2024-09-04,ND1-200,G200,,,1000.0,,1000.0,2.5421206910725944,1001.8158004936233
2024-09-04,ND1-300,G300,,,1600.0,,1600.0,4.067393105716151,1002.9052807897973
2024-09-04,ND2-150,H150,,,,dry,174.0,0.44232900024663147,1000.3159492858905
2024-09-04,ND2-200,H200,,,650.0,,650.0,1.6523784491971865,1001.1802703208551
2024-09-04,ND2-300,H300,,,2000.0,,2000.0,5.084241382145189,1003.6316009872465
2024-09-04,ND3-150,I150,,,,dry,233.33333333333334,0.5931614945836055,1000.4236867818454
2024-09-04,ND3-200,I200,,,,dry,570.0,1.449008793911379,1001.0350062813653
2024-09-04,ND3-300,I300,,,3500.0,,3500.0,8.897422418754081,1006.3553017276815
2024-10-09,ditchCD,ditchA,,,230.0,,230.0,0.5846877589466968,1000.4176341135334
2024-10-09,ditchRD,ditchF,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-10-09,drainCD,,,,270.0,,270.0,0.6863725865896005,1000.4902661332783
2024-10-09,drainRD,,,,210.0,,210.0,0.5338453451252448,1000.3813181036609
2024-10-09,CD1-150,A150,,,66.0,,66.0,0.16777996561079125,1000.1198428325791
2024-10-09,CD1-200,A200,,,78.0,,78.0,0.1982854139036624,1000.1416324385026
2024-10-09,CD1-300,A300,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2024-10-09,CD2-150,B150,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-10-09,CD2-200,B200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2024-10-09,CD2-300,B300,,,4400.0,,4400.0,11.185331040719417,1007.9895221719424
2024-10-09,CD3-150,C150,,,260.0,,260.0,0.6609513796788746,1000.472108128342
2024-10-09,CD3-200,C200,,,390.0,,390.0,0.9914270695183119,1000.7081621925131
2024-10-09,CD3-300,C300,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2024-10-09,RD3-150,D150,,,,dry,40.0,0.10168482764290379,1000.0726320197449
2024-10-09,RD3-200,D200,,,85.0,,85.0,0.21608025874117054,1000.154343041958
2024-10-09,RD3-300,D300,,,910.0,,910.0,2.313329828876061,1001.6523784491972
2024-10-09,RD2-150,E150,,,100.0,,100.0,0.25421206910725946,1000.1815800493623
2024-10-09,RD2-200,E200,,,460.0,,460.0,1.1693755178933936,1000.8352682270668
2024-10-09,RD2-300,E300,,,1800.0,,1800.0,4.57581724393067,1003.2684408885219
2024-10-09,RD1-150,F150,,,340.0,,340.0,0.8643210349646822,1000.617372167832
2024-10-09,RD1-200,F200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-10-09,RD1-300,F300,,,2500.0,,2500.0,6.3553017276814865,1004.5395012340582
2024-10-09,ND1-150,G150,,,93.0,,93.0,0.2364172242697513,1000.1688694459069
2024-10-09,ND1-200,G200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-10-09,ND1-300,G300,,,940.0,hmm?,940.0,2.3895934496082387,1001.7068524640059
2024-10-09,ND2-150,H150,,,220.0,,220.0,0.5592665520359709,1000.3994761085971
2024-10-09,ND2-200,H200,,,580.0,,580.0,1.4744300008221047,1001.0531642863015
2024-10-09,ND2-300,H300,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-10-09,ND3-150,I150,,,240.0,,240.0,0.6101089658574227,1000.4357921184696
2024-10-09,ND3-200,I200,,,,dry (water didn't go back after pumping),690.0,1.7540632768400901,1001.2529023406
2024-10-09,ND3-300,I300,,,1900.0,,1900.0,4.8300293130379295,1003.4500209378842
2024-11-13,ditchCD,ditchA,,,340.0,,340.0,0.8643210349646822,1000.617372167832
2024-11-13,ditchRD,ditchF,,,250.0,,250.0,0.6355301727681486,1000.4539501234058
2024-11-13,drainCD,,,,250.0,,250.0,0.6355301727681486,1000.4539501234058
2024-11-13,drainRD,,,,220.0,,220.0,0.5592665520359709,1000.3994761085971
2024-11-13,CD1-150,A150,,,72.0,,72.0,0.1830326897572268,1000.1307376355409
2024-11-13,CD1-200,A200,,,150.0,,150.0,0.3813181036608892,1000.2723700740435
2024-11-13,CD1-300,A300,,,2100.0,,2100.0,5.338453451252448,1003.8131810366089
2024-11-13,CD2-150,B150,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-11-13,CD2-200,B200,,,1400.0,,1400.0,3.5589689675016323,1002.5421206910726
2024-11-13,CD2-300,B300,,,4800.0,,4800.0,12.202179317148454,1008.7158423693918
2024-11-13,CD3-150,C150,,,270.0,,270.0,0.6863725865896005,1000.4902661332783
2024-11-13,CD3-200,C200,,,1700.0,,1700.0,4.321605174823411,1003.0868608391596
2024-11-13,CD3-300,C300,,,,no found,1800.0,4.57581724393067,1003.2684408885219
2024-11-13,RD3-150,D150,,,,dry,40.0,0.10168482764290379,1000.0726320197449
2024-11-13,RD3-200,D200,,,310.0,,310.0,0.7880574142325043,1000.5628981530232
2024-11-13,RD3-300,D300,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-11-13,RD2-150,E150,,,520.0,,520.0,1.3219027593577493,1000.9442162566841
2024-11-13,RD2-200,E200,,,290.0,,290.0,0.7372150004110524,1000.5265821431508
2024-11-13,RD2-300,E300,,,2400.0,,2400.0,6.101089658574227,1004.3579211846959
2024-11-13,RD1-150,F150,,,490.0,,490.0,1.2456391386255712,1000.8897422418754
2024-11-13,RD1-200,F200,,,990.0,,990.0,2.5166994841618684,1001.7976424886871
2024-11-13,RD1-300,F300,,,2700.0,,2700.0,6.863725865896005,1004.9026613327828
2024-11-13,ND1-150,G150,,,96.0,,96.0,0.24404358634296908,1000.1743168473878
2024-11-13,ND1-200,G200,,,1100.0,,1100.0,2.796332760179854,1001.9973805429856
2024-11-13,ND1-300,G300,,,2600.0,,2600.0,6.609513796788746,1004.7210812834205
2024-11-13,ND2-150,H150,,,180.0,,180.0,0.45758172439306705,1000.3268440888522
2024-11-13,ND2-200,H200,,,690.0,,690.0,1.7540632768400901,1001.2529023406
2024-11-13,ND2-300,H300,,,2200.0,,2200.0,5.592665520359708,1003.9947610859713
2024-11-13,ND3-150,I150,,,,dry,240.0,0.6101089658574227,1000.4357921184696
2024-11-13,ND3-200,I200,,,810.0,,810.0,2.0591177597688017,1001.4707983998348
2024-11-13,ND3-300,I300,,,2300.0,,2300.0,5.846877589466968,1004.1763411353336
