Z,2022-10-06 00:00:00,2022-12-01 00:00:00,2023-01-19 00:00:00,2023-02-08 00:00:00,2023-03-08 00:00:00
-4.09,112.10849225346223,176.69487379458207,141.64728382940655,411.69997393218694,1004.159269203496
-4.08,117.02099460938254,178.4017378559289,150.05774296978348,417.01844344342175,856.034366645002
-4.07,121.46878807410694,178.15971538789492,150.89150663019166,416.00913822313385,793.1202608615483
-4.06,124.34870133286188,176.9618198038623,149.33491269937005,411.3204287067376,756.9789700459131
-4.05,125.26443831815746,164.6077706750382,132.6740309643012,360.28018260233614,561.9721779928225
-4.04,134.38656167066105,161.7985756838214,131.0395811246407,347.7112884116856,491.7591635958308
-4.02,127.13964844008717,175.22111596151632,147.38057048631268,401.77833317828873,706.6900169769397
-3.97,112.12118894525273,177.93433745638998,146.2958283934718,410.95930029124327,930.1304952693185
-3.96,118.66773581253257,178.92895238228988,151.87784011205045,414.6452817163537,804.7996885007608
-3.92,137.5416498036306,153.85895224803747,122.50745602581851,315.66560940652585,405.6291735128712
-3.91,129.96974355545618,166.56446513992194,137.45975348094962,361.53988831739105,537.6767382219882
-3.9,119.59450228258815,180.19045103588925,155.03984496883726,416.16930749588494,769.9313519547245
-3.89,128.41744978878117,175.31599409501544,148.67865838102804,394.7564208550508,670.772755559974
-3.77,110.22869321970343,179.7691828858075,151.0458623195063,404.2615636998989,844.1576168519895
-3.76,117.89464260085097,181.2161020274199,157.23159006070406,412.77618661157345,746.3576792636832
-3.71,120.07366161921196,181.59725163364692,158.57571165042947,410.8192115085251,713.1791806411042
-3.7,120.61373181758358,182.15450734668406,159.43625063686312,414.8815458992555,716.7203578328359
-3.67,136.7984244282506,152.0633285827419,121.89415446647884,301.6724570180854,389.1721600842446
-3.66,132.75821545092487,162.51852791461752,134.13851668116516,337.18690336226297,471.80687493509487
-3.65,130.42896462624964,174.04698209005426,148.6004234435936,377.04988945981256,610.8623566134812
-3.62,116.44752058425354,181.03087443094358,157.8736976791469,399.6328732646467,695.7568834156227
-3.53,130.94357404222973,167.59502298423283,141.26976114970532,348.5904872915339,516.8163266791211
-3.52,134.428754041632,159.5277331416411,131.34881818999344,321.3941762255745,443.90716774522684
-3.51,128.95099210936147,169.4173235075126,144.12918898786407,353.7882626336259,511.3252694128098
-3.5,115.82045929932175,185.00668071843282,166.07965190900734,409.59149622519203,654.2235777857696
-3.47,126.46649330371025,183.50081085338303,163.203676417409,404.208575222271,639.8644353589116
-3.43,112.14365936953344,184.61259000680099,166.00123205284424,400.6621543093193,638.4981044901261
-3.42,109.4831064419121,183.43477161556945,163.5409253152096,391.40537019029404,643.046947541099
-3.4,118.71364047893914,186.54355389049266,169.41155096829735,410.0207618625503,617.5078958728097
-3.39,126.52764896735917,185.41915196413893,166.46643043998154,406.89881271351476,627.4746772277454
-3.38,123.24234160227209,186.5743151792677,168.77915509585347,410.7757550968504,621.0877665052876
-3.36,114.34116517717861,186.14794364239773,169.39988941490518,402.88062263911013,605.2711296515131
-3.33,108.09890889096148,183.2956564529103,164.03926614475276,379.4679781155884,602.9397139155167
-3.31,110.96405091678133,184.9857397268031,167.93426387892094,392.3016278149033,596.5790564342188
-3.28,134.5018667211453,156.27142108817623,128.90683130183098,303.1485428276685,412.00261611406705
-3.27,133.1567175920372,161.81249345443183,135.67246501612567,319.05415841710044,456.1347350695217
-3.26,132.18281542966173,180.6691612651443,160.17401882031103,380.000214415121,593.460353079442
-3.22,131.35129030583917,185.21335304929477,166.91483355476046,394.41487825608283,596.0086749015147
-3.2,129.2166723478392,188.31742311221478,172.17432311031502,403.53807047514965,580.9691065206532
-3.19,140.9408407163431,143.1154304302118,114.11357916815987,265.93200910339783,311.8995574266924
-3.18,125.57779382881746,189.6854109664126,174.97062604065692,407.02201917386094,561.5118653450529
-3.17,126.66042094631449,169.23552818263968,146.7349899262486,336.9317283935806,455.89998948265986
-3.16,133.0801714298678,161.01025854522146,135.49108784590254,311.82938684643676,444.4712316247525
-3.15,115.96578129851245,188.62896587626088,175.71516290948114,396.01033056308927,524.9530221696494
-3.14,133.51587958179456,179.38956551755297,159.1259903141362,368.220375918207,570.7537455069152
-3.12,121.94014796017878,185.72519149753046,170.1975303814984,383.9908557953564,543.9144804720567
-3.1,109.18889252296822,184.61523820129958,170.05038231470922,367.1501777502513,508.49346267261126
-3.09,132.56847685475034,188.59786886105567,172.8683108353222,397.0540889513526,567.4602109151647
-3.08,129.63300017765718,190.80572149750273,176.9960992847406,403.3797149245971,543.8145880054868
-3.06,125.07118817522456,191.34755855571944,178.8326184007623,403.4930351705411,519.2481784213642
-3.05,119.8580504927178,190.54335700953632,179.24322738651534,397.07664431461023,497.0184801135582
-3.02,115.16300533098477,188.88192315966518,178.1207100183619,384.9431637192916,479.0988482630654
-3.0,111.5757599954301,186.56146857232957,175.179397827214,369.0927302531594,468.8576409927758
-2.96,139.88156130287393,141.84469971703138,114.03086572649472,256.6118175907099,306.0001996229071
-2.95,134.61951714331678,146.8199075961016,120.22450748572787,266.4266544388378,344.46628171923845
-2.94,131.31912448915938,156.34553750573687,131.63126538394135,288.5945312851443,406.63261055556285
-2.92,133.4708784103071,171.46400060635673,150.49001099508234,329.3377365569153,497.3883743941112
-2.91,137.01378248698262,182.19963538892213,164.47833586346243,361.2490280877125,543.1551098086984
-2.89,138.4974374234646,187.81416879198355,172.56036677153764,378.2796335919162,543.1966263297826
-2.88,138.10489974139287,192.10515574962724,179.25472919349465,390.41722673847926,521.1342674483894
-2.86,135.17554417437177,194.28377358509994,183.44927350349911,396.44905929650423,488.0237310102392
-2.85,130.09951157146932,194.5502974373711,185.293257477609,395.44575797574794,455.27107596996507
-2.84,130.62223488648328,159.30197094232884,136.42788195859922,293.464469594537,363.995176966354
-2.83,130.3718213797708,156.36168316456377,132.52739185469952,283.2256316534325,399.76199786553985
-2.82,131.51470784131772,164.4338695104567,142.49912195603528,302.8846579595682,444.17166904520747
-2.81,126.22640669492493,181.26156401338858,166.99196074399745,347.2618099178316,443.2555846015865
-2.8,137.85231629430285,180.16932497835023,162.72294390864866,346.75132669658234,519.2760021084821
-2.79,126.63681917569669,187.30967822118376,176.07706350752366,359.94809008618824,450.52231528050487
-2.78,142.20910485439043,191.91859304594593,179.37792211960414,380.43867461005505,512.9590615551416
-2.76,140.9020720084724,195.3331492318402,185.03783339052853,389.70183668911267,479.4651845059351
-2.75,136.5471521673032,196.39804319398857,187.85097048014518,391.8954607885274,442.19647540854174
-2.74,130.46301012443513,195.49262908482154,188.6963365427089,386.4798544791269,410.1252920772228
-2.72,124.41301182877395,193.32979626804573,187.71586884958634,373.7542478922246,384.35909418670707
-2.7,119.33390855260603,190.05200390607234,185.20792717524293,355.99328806694746,366.51951430626985
-2.67,116.36171432199586,186.63417664266004,181.30293782328607,335.4103620000185,354.4588461003523
-2.62,131.39140796009127,148.7695787901979,124.89005148205213,257.4205534261739,342.4401461681691
-2.59,137.3296980422752,174.00139079311663,156.44086090579063,313.0978811957996,454.197058078522
-2.58,147.89250937269705,189.97906276370358,177.47720238781378,355.2526907948966,492.65187862312325
-2.57,151.2284404363867,195.4922578993394,185.73210432171118,369.42694971814757,470.4488547141985
-2.56,145.9791310168522,199.84492034181477,194.1243358411965,379.57787884270766,387.43802375120583
-2.55,138.80720157371692,198.30031790441103,194.2892728880365,372.7483998947899,354.0797306194671
-2.54,150.81530850034858,199.0382590744478,191.6500525236134,378.4585034135703,429.49682724334804
-2.52,132.47312900562002,158.65620510655344,138.07186731130628,274.47718737581016,319.69841830334235
-2.51,131.13714868704153,144.59124920493565,120.7578422852284,244.64171271657014,319.1764043979745
-2.5,129.91679952770568,160.3292897464772,140.4189685679827,273.6757348608271,383.1764380666777
-2.49,130.2213857805998,185.91444794834564,179.51042919467147,324.0726569438541,341.37020348260734
-2.48,146.29808103806215,184.04750914058152,170.38630622295517,329.14440438487327,453.633953822474
-2.46,147.93649622486868,200.75165384043024,197.20968412352985,369.5988464672162,345.2427599747235
-2.45,150.75612696549857,199.67038961176462,194.90612548681034,365.65550781025695,369.3058578424372
-2.41,130.8692039625556,191.43454531106312,191.2302276549965,326.71316555981997,285.9567693438209
-2.36,127.62140874273078,184.98141915982833,185.53040315241756,294.99359692429647,266.5623130245624
-2.3,130.60290417825237,143.32075684137334,120.63555127162628,232.69899209951143,298.5574255953554
-2.29,129.47992152752826,159.49280681360608,141.41627165743355,257.52888263677437,346.93493917436007
-2.28,158.33012776672314,193.30838055597314,185.0882818296327,330.48063959934115,387.50950125946144
-2.27,145.6007338859391,185.56886815017612,176.8791820070112,308.92585039520026,321.0248106223797
-2.26,171.0255258333715,205.22817650901752,202.65550861648663,354.39653869051784,329.6528872572736
-2.25,173.63166204611113,202.973837692265,198.42916626180914,349.15542488762935,387.01603466794774
-2.24,137.21171437190384,188.0113708054989,190.53646532602158,292.039749880804,239.8577384228474
-2.23,145.68726364062567,195.1643104430676,196.52797756074995,316.3971789948422,249.67919656729842
-2.2,134.3827554834113,158.652537975954,143.6366989790887,246.16176157996736,252.92861559028685
-2.19,126.75413582980167,149.95885888079036,130.03517384809564,236.97778170818597,310.7765600726385
-2.18,167.71483385416147,198.62380033949466,193.5714387076587,329.91577622213094,344.9833219335239
-2.17,150.81111126424722,187.94238877914776,181.53268330427778,302.3200495975692,299.974632774608
-2.15,135.21095890568395,166.41711068780006,151.6261849581616,259.64906685719893,337.79198110378223
-2.13,186.33963687715456,206.79847906077705,204.8639180668885,338.69492264621806,328.36022640790395
-2.12,150.01173307394507,190.76860058717054,193.89309367875504,285.2789322337637,219.83838880754703
-2.02,151.98005331711036,181.7670061438157,187.26184097584016,247.5341537182453,197.41456617430043
-2.0,177.9967826458548,203.71599881304874,204.43359638008613,313.995205921196,238.32778242752372
-1.99,164.6182716342337,182.24660699576214,171.73484390369592,280.2136085628665,284.5078022790153
-1.98,145.540808943562,167.77913203937229,152.85279907770018,255.12452676552047,312.8371409003351
-1.96,164.0333865377359,186.80752677762544,179.51196125869572,277.2098666805821,276.1769940096129
-1.95,165.46275549651182,193.66600788955196,195.43099628731613,274.2996293616446,205.8458164074911
-1.91,184.70166739210794,204.20206073609617,202.92366796673872,295.01177037639445,221.20823854469924
-1.9,181.05464362690702,197.0224447300939,197.456916760056,271.15368876765234,213.9003969327913
-1.89,167.4073690390609,177.583045648191,162.66722112433789,257.8999386130887,280.29946694775003
-1.88,150.76755314626973,172.09892306033137,156.7645903176969,248.26935444720965,297.36261048748906
-1.87,172.29184365950746,190.09083887387993,182.5949744610773,266.4329879360301,252.3446442096555
-1.72,201.76604505199896,199.91298475665698,197.15990427944314,251.0960705226707,200.71863823038578
-1.71,196.7691412714976,198.76857542200722,193.5712067105387,253.87169367206891,223.28390188787623
-1.7,185.90793181183358,194.087641134919,184.1052423087622,257.94898477580625,287.4293375458798
-1.69,132.05265364570968,145.10445370269545,124.6050769692189,195.7517366641493,242.28023352901624
-1.68,229.4983177778542,214.27539602865016,209.14115054514753,283.598063455956,297.27735722269114
-1.64,194.6254901903186,177.3454029580517,179.3618609587994,193.6011960770652,167.14940028916126
-1.63,193.4901434406762,184.21012625507862,182.92737185474485,208.22761582270604,176.69402304314715
-1.62,209.15294868912278,202.91089148173927,198.85525429305076,249.8858543626067,199.97995952285726
-1.61,200.3228097222866,199.9609125527876,193.0146111273078,255.5035672222941,273.72784242692956
-1.6,140.1280151018572,163.00664782974488,149.34763739094672,211.4131373586963,235.41136907721994
-1.59,148.18307182210037,156.2874445465595,138.4010709584231,203.2608522300192,244.91245337495553
-1.58,237.33368098546495,214.35571942418537,210.62143894184385,271.64607858182023,261.9054092709141
-1.45,193.73955669803388,177.94640634551274,178.85720882136607,194.42732646128408,187.51916436275465
-1.44,198.60495763644002,188.06099958107816,186.87156376716956,210.72447014875212,184.52662867525083
-1.43,179.8705280857766,185.08451020769547,181.8054591079466,224.72835190942806,196.22865915549437
-1.42,154.29710290865538,169.69364858696832,163.66422079611556,208.83298321779702,201.8392019726547
-1.4,207.57617473696575,199.98742258148545,201.16488345808,231.9555133052553,239.77836180619133
-1.39,139.7106910065998,149.26401680599872,137.47344825429042,185.7828983393667,203.19149291302566
-1.38,186.10267832083545,189.078896062674,190.07841321082182,218.13532289553817,225.70454797824604
-1.36,174.25832300305936,181.66287437449503,182.94881748345918,214.16909988166228,206.77473180126432
-1.35,190.38035104423585,178.03331512199952,179.55360143803654,190.96160932342877,170.56595930115785
-1.34,163.99629300161513,174.71853114710171,174.10891797444788,207.9059598931251,174.33278790123396
-1.33,155.3758505305413,169.108782875475,168.1414681095876,203.82502141266826,178.61013083277922
-1.31,218.14221028904424,199.7084257507846,204.59203455043772,230.41690634711134,192.78874913721648
-1.3,111.44997575882006,135.69770030375616,129.6134996571722,169.20413900889244,175.96598228285384
-1.29,119.17927909130506,120.36924140704883,107.33023085858885,154.72869389363464,185.37422405698595
-1.28,138.78190295568115,151.57904235378837,146.55552184553412,181.0800492472265,189.37805736564462
-1.26,197.75463742063565,192.15922305305708,199.3149996167393,215.21751397343104,190.25697785383556
-1.22,163.12699438125796,174.99074795626981,183.74958976130463,194.9076867040228,179.6889634538148
-1.2,160.46398613418293,173.78943936409425,183.03284025953698,191.49352965354632,171.896199639717
-1.18,118.55802136014198,141.63853283037665,145.71991289278802,171.35176086174266,137.75156367097614
-1.17,158.43747188606923,153.9236111867543,159.70996953230667,160.9129388837444,138.38744544112305
-1.16,172.06479260164863,177.65223395627652,185.28581171891864,194.50133145505396,152.82977749451814
-1.15,171.46153209018695,175.66885457065217,183.34962891504466,191.72092939320135,150.53352172897286
-1.14,103.056806668259,126.50619412696348,127.76973105203844,153.6243025958552,144.49690120012616
-1.13,183.33276383781484,182.73558157014787,193.85277727642028,201.5935925903936,158.30162691083055
-1.12,143.9832542298194,166.772884440628,177.26631624280094,170.99358282653165,156.02565043649903
-1.11,127.81104192703398,149.66850845616509,157.93969614121542,167.45778877330352,136.89172154793906
-1.1,127.47138721907056,147.68480600012896,155.25006039287203,170.25514751356874,136.7066140273807
-1.09,132.92230746595433,137.53325113824226,135.6091109379266,162.98037001115227,160.0577113662022
-1.08,138.85066611879765,138.48264618125927,142.64729538199686,145.44690142985638,133.8366681418472
-1.07,141.84349966063127,160.33090414680163,171.72689966415672,173.7120928050692,132.56381123501308
-1.06,151.79560716259786,163.87171478891162,171.0547752824611,172.7236720816552,139.2135791750598
-1.05,169.74988989391102,175.4828081396768,186.36267340008945,188.26141042724424,147.8567034516805
-1.02,123.00981910294509,140.8057855271127,146.3512265930596,158.1911369929512,138.39849569436967
-1.0,150.19270474982923,169.3269396384003,182.20139441642368,175.4093181544573,148.8430216611159
-0.99,100.96101541110829,111.09617938002548,107.9645725537275,133.97351210067023,149.56563724447955
-0.98,96.051202542117,113.6883734174012,114.72397951435934,132.10318964095197,135.07182863456882
-0.97,104.35151155110673,121.96162498463666,126.9399172225862,140.4987491269808,119.99053379136326
-0.96,111.41315111152001,129.33518340215767,136.84225398694605,147.8718567136035,109.10068055596794
-0.95,119.3738858769516,137.0794790731859,146.87866021168298,153.94829648888802,98.94205145207077
-0.94,125.9300954622553,154.2748511547561,164.30032058692723,152.18957505405785,132.38918285625064
-0.93,128.61139675118298,144.54563417649052,155.0093996202753,153.0260681532788,98.97305358193532
-0.92,127.80269291856713,158.55710614080502,168.14495096415573,156.68229511879045,142.17775135262647
-0.91,118.8206093985233,123.14353553668633,125.63999168432686,126.36670313962762,124.62930804872722
-0.9,127.0935166539363,127.00883940800125,129.86818785551847,126.93084910743687,116.78444735810588
-0.89,122.348028696688,142.00039770327277,148.99868840080262,149.36642293426178,115.33902566853192
-0.88,119.87495095480105,140.36619746465894,144.8738442410274,142.573500024513,108.00086148441689
-0.87,130.59886891355453,151.47700819299098,158.86564121577152,149.31577518319412,118.66030255687278
-0.86,134.06163286032648,159.42898578893278,165.91573207663708,157.10755566930177,130.46855817003097
-0.85,120.14225184698486,143.0173294426029,150.59459443531412,140.83883961870328,105.57719932521503
-0.84,125.6285579029963,157.04843361471188,163.46051963420908,152.39197370164072,132.53549708243725
-0.82,131.7186032352362,124.61592429747117,123.2348125899194,113.91747536299863,125.01797170235953
-0.81,112.48138919858813,126.22414641034362,124.28361012411116,127.48476715025457,127.91662142695256
-0.8,112.6254093301858,127.37361453366587,127.99171033694957,130.07125057957958,131.554474945318
-0.79,119.35737297149336,150.3843881223984,153.6035599883883,142.12733073351376,130.39028219100405
-0.78,105.96648819952433,123.6855932774861,123.0156477391553,121.75652966611266,113.6106475654496
-0.77,117.26016850877878,150.28195077727884,152.31481828015438,140.4881487937168,126.598924443006
-0.76,113.04590908659478,115.72641010519278,117.3556266916483,119.58831798994717,107.32939668884464
-0.74,111.10804583746612,122.87531049913896,125.40916012796328,126.120767820074,97.4531483450031
-0.73,118.01396154447023,117.47901560198477,113.91759630592014,123.235916985529,105.87745820596672
-0.72,113.56498217877957,118.58813310355391,117.25339861637445,119.21122822887948,101.72121194671716
-0.71,111.99720684916724,118.51137606230178,117.62262413558534,113.5224090403739,107.0725370205714
-0.69,120.8678038714921,110.30544127649597,108.57854426356218,109.19675907572346,109.68119878570957
-0.68,97.7496663307905,129.82789771409801,127.6827573622642,112.47995133410097,119.36001642827486
-0.67,113.62222071942642,115.97227889368519,114.8474932461643,114.06597084039964,106.73541677980084
-0.66,107.8130187453476,121.61309566065125,121.48685271351668,120.16053272711915,91.89096712462677
-0.65,119.39676851052239,118.83829564935688,114.537169059552,107.55323047190323,98.79170484306263
-0.64,100.91875287291855,123.73394925829889,118.24200394618347,111.51181129691525,119.76378264262028
-0.63,102.35433413932034,128.73558576331698,123.67339738125143,116.18418172750805,131.81297402166987
-0.62,103.27011834130936,126.46909993642542,120.57305808731546,115.88495661952375,119.23215160018275
-0.61,95.99439673346475,126.14068489101591,122.03192415140165,109.1946035394401,117.3931215892936
-0.58,85.2893777146181,115.21235744847324,110.0685951675039,99.22767042325239,115.39458206592167
-0.57,126.58685944372164,107.45852075196845,97.95452805792485,106.8371641396357,133.11367497758397
-0.56,108.53238500925812,107.09236711017151,101.35897974046772,96.65710134607721,114.139058565803
-0.55,101.67446960115431,111.5919160431343,106.70823491139953,102.57408501126278,113.63544481589902
-0.54,86.43453410011918,116.83583981060357,111.442717806601,104.94887099689313,126.14440782200862
-0.52,95.85165914328589,106.2165417293973,103.33080110536012,99.92890655644268,94.69694558936624
-0.51,93.38984053276329,107.94800583419496,104.54149605366148,97.66904449838177,98.43638590469106
-0.49,107.4985468427019,103.1377505578122,98.18228146648771,98.93689858222939,119.763337510153
-0.48,101.56366468522373,96.21754786154158,93.13797324319496,84.86545541906925,95.76158497734146
-0.47,111.08451798325378,95.13790726502504,92.76946412158267,87.7013535285896,98.59588799007675
-0.45,93.7065497004646,100.19389886511259,95.55682769121563,93.1984250715022,86.48619820351388
-0.44,95.12712898647307,94.63557145838604,93.24884635887395,84.38337288959112,91.67883936842223
-0.41,73.04064928093393,87.55987243768577,85.32478605320712,81.89356965415666,93.98993589758533
-0.4,71.3906114761895,89.23659679884295,88.69233117794296,78.60516568446663,101.30564605059793
-0.39,79.47746136125336,91.92975451976817,91.65860163253173,87.10914445366575,95.23634124975928
-0.38,72.60430620646167,89.37639568805167,89.13550581906624,87.65545638437042,94.05579733129974
-0.36,60.2562122876893,85.6968720400785,86.0067956870139,78.16316634602413,101.34849701944331
-0.35,92.22161672642301,93.8383106871149,95.05339457022889,91.16195855049973,100.47527246745169
-0.34,124.11363618377403,78.05913872535197,77.91320097872773,71.48917618344989,67.12214661038092
-0.33,83.6409496190595,80.02401255930936,82.22833031152169,79.69798348434597,69.32859100517236
-0.32,66.74230633690281,78.07438735121372,79.79710215784124,74.63004284055154,79.26917190932211
-0.31,71.20005156959266,81.8615850101793,84.99691908249159,80.44044726337636,80.80409212894118
-0.3,59.31924088368609,80.14389141122493,85.30359181521591,81.12934734176828,90.72833949936526
-0.29,65.1947190752982,78.60818933995624,80.62023310463316,80.54280540133497,78.50432092749088
-0.27,80.38782524004942,74.53016950386457,77.1677182553728,73.78535671301793,71.20567615701857
-0.26,45.55959632171989,75.51053565665862,77.51667616208587,72.99768632313008,70.1613463493004
-0.25,112.94026717942496,73.30761640691823,74.69807563601947,65.87144558623972,50.66601929402612
-0.24,91.64206633384474,73.13636563768473,74.56389720911146,66.85765046827973,61.52595356485115
-0.16,74.36176162337078,70.16527936575973,73.82103276635016,69.11639865339119,50.41627773701456
-0.15,74.46993657755004,72.75823643672432,74.97937223745532,72.2492788546605,61.73677402293496
-0.14,78.74134376087925,66.06153739699096,66.89327138331376,64.04655731578117,55.49368804309759
-0.13,58.43425136437059,76.63997384139029,78.56259057006223,74.40338942058543,67.95178756651418
-0.12,116.33191376641638,73.35530150070657,72.76572226947488,64.845339905651,50.33545215171115
-0.11,103.13135468925441,75.56774564697781,74.43445865006544,70.0446374257858,61.35987826794139
-0.08,80.75677289060857,73.50675523307757,74.58059151044324,69.31100721872771,55.91143595024793
-0.07,89.06489667173823,71.1023969366289,69.55323718147125,67.17402063027407,58.00674093213228
-0.06,89.99533884060607,79.6706641764394,79.68978551506262,76.6526782705032,70.23125100547944
-0.05,151.69901430855245,77.64277071058375,73.28192727802717,66.32537678800327,51.27018725508239
